trial_id,condition,scenario,tool,seed,final_state,trial_completed,safety_intervention,any_caution_signal,response_level,policy_confidence,confidence_alarm,intent_confidence_at_half,intent_correct_at_half,grasp_held,idle_time_s,functional_delay_s,handover_duration_s,unsafe_release,false_positive
106,unmonitored,novel_geometry,screwdriver,4582169788145458164,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
107,unmonitored,novel_geometry,mallet,4582170887657086375,DONE,1,0,0,PROCEED,0.001,1,0.0,0,1,0.0,0.0042,0.0042,0,0
108,unmonitored,novel_geometry,pencil,4582158793029176054,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
109,unmonitored,novel_geometry,screwdriver,4582159892540804265,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
110,unmonitored,novel_geometry,mallet,9054898323031338499,DONE,1,0,0,PROCEED,0.0044,1,0.0,0,1,0.0,0.0042,0.0042,0,0
111,unmonitored,novel_geometry,pencil,9054897223519710288,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
112,unmonitored,novel_geometry,screwdriver,9054900522054594921,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
113,unmonitored,novel_geometry,mallet,9054899422542966710,DONE,1,0,0,PROCEED,0.0005,1,0.0,0,1,0.0,0.0042,0.0042,0,0
114,unmonitored,novel_geometry,pencil,9054902721077851343,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
115,unmonitored,novel_geometry,screwdriver,9054901621566223132,DONE,1,0,0,PROCEED,0.0001,1,0.0,0,1,0.0,0.0042,0.0042,0,0
116,unmonitored,novel_geometry,mallet,9054904920101107765,DONE,1,0,0,PROCEED,0.0,1,0.0,0,0,0.0,0.0042,0.0042,1,0
117,unmonitored,novel_geometry,pencil,9054903820589479554,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
118,unmonitored,novel_geometry,screwdriver,9054907119124364187,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
119,unmonitored,novel_geometry,mallet,9054906019612735976,DONE,1,0,0,PROCEED,0.0012,1,0.0,0,1,0.0,0.0042,0.0042,0,0
120,unmonitored,novel_geometry,pencil,9051958228938069960,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
121,unmonitored,novel_geometry,screwdriver,9051959328449698171,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
122,unmonitored,novel_geometry,mallet,9051960427961326382,DONE,1,0,0,PROCEED,0.0102,1,0.0,0,1,0.0,0.0042,0.0042,0,0
123,unmonitored,novel_geometry,pencil,9051961527472954593,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
124,unmonitored,novel_geometry,screwdriver,9051962626984582804,DONE,1,0,0,PROCEED,0.0,1,0.0,0,0,0.0,0.0042,0.0042,1,0
125,unmonitored,novel_geometry,mallet,9051963726496211015,DONE,1,0,0,PROCEED,0.0234,1,0.0,0,1,0.0,0.0042,0.0042,0,0
126,unmonitored,novel_geometry,pencil,9051964826007839226,DONE,1,0,0,PROCEED,0.0016,1,0.0,0,0,0.0,0.0042,0.0042,1,0
127,unmonitored,novel_geometry,screwdriver,9051965925519467437,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
128,unmonitored,novel_geometry,mallet,9051949432845044272,DONE,1,0,0,PROCEED,0.0095,1,0.0,0,0,0.0,0.0042,0.0042,1,0
129,unmonitored,novel_geometry,pencil,9051950532356672483,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
130,unmonitored,novel_geometry,screwdriver,9052949988426527057,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
131,unmonitored,novel_geometry,mallet,9052948888914898846,DONE,1,0,0,PROCEED,0.0024,1,0.0,0,0,0.0,0.0042,0.0042,1,0
132,unmonitored,novel_geometry,pencil,9052947789403270635,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
133,unmonitored,novel_geometry,screwdriver,9052946689891642424,DONE,1,0,0,PROCEED,0.0001,1,0.0,0,1,0.0,0.0042,0.0042,0,0
134,unmonitored,novel_geometry,mallet,9052954386473039901,DONE,1,0,0,PROCEED,0.0,1,0.0,0,0,0.0,0.0042,0.0042,1,0
135,unmonitored,novel_geometry,pencil,9052953286961411690,DONE,1,0,0,PROCEED,0.004,1,0.0,0,1,0.0,0.0042,0.0042,0,0
136,unmonitored,novel_geometry,screwdriver,9052952187449783479,DONE,1,0,0,PROCEED,0.0,1,0.0,0,0,0.0,0.0042,0.0042,1,0
137,unmonitored,novel_geometry,mallet,9052951087938155268,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
138,unmonitored,novel_geometry,pencil,9052941192333501369,DONE,1,0,0,PROCEED,0.0016,1,0.0,0,1,0.0,0.0042,0.0042,0,0
139,unmonitored,novel_geometry,screwdriver,9052940092821873158,DONE,1,0,0,PROCEED,0.0,1,0.0,0,0,0.0,0.0042,0.0042,1,0
140,unmonitored,novel_geometry,mallet,9057732864008298782,DONE,1,0,0,PROCEED,0.0,1,0.0,0,0,0.0,0.0042,0.0042,1,0
141,unmonitored,novel_geometry,pencil,9057733963519926993,DONE,1,0,0,PROCEED,0.0,1,0.0,0,0,0.0,0.0042,0.0042,1,0
142,unmonitored,novel_geometry,screwdriver,9057730664985042360,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
143,unmonitored,novel_geometry,mallet,9057731764496670571,DONE,1,0,0,PROCEED,0.0001,1,0.0,0,1,0.0,0.0042,0.0042,0,0
144,unmonitored,novel_geometry,pencil,9057737262054811626,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
145,unmonitored,novel_geometry,screwdriver,9057738361566439837,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
146,unmonitored,novel_geometry,mallet,9057735063031555204,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
147,unmonitored,novel_geometry,pencil,9057736162543183415,DONE,1,0,0,PROCEED,0.0004,1,0.0,0,1,0.0,0.0042,0.0042,0,0
148,unmonitored,novel_geometry,screwdriver,9057724067915273094,DONE,1,0,0,PROCEED,0.0008,1,0.0,0,1,0.0,0.0042,0.0042,0,0
149,unmonitored,novel_geometry,mallet,9057725167426901305,DONE,1,0,0,PROCEED,0.0,1,0.0,0,1,0.0,0.0042,0.0042,0,0
150,unmonitored,approach_traj,screwdriver,2409200206147372951,DONE,1,0,0,PROCEED,0.7887,0,0.0,0,1,0.0,0.0042,0.0042,0,0
151,unmonitored,approach_traj,mallet,2409199106635744740,DONE,1,0,0,PROCEED,0.9731,0,0.0,0,1,0.0,0.0042,0.0042,0,0
152,unmonitored,approach_traj,pencil,2409202405170629373,DONE,1,0,0,PROCEED,0.9332,0,0.0,0,1,0.0,0.0042,0.0042,0,0
153,unmonitored,approach_traj,screwdriver,2409201305659001162,DONE,1,0,0,PROCEED,0.8101,0,0.0,0,1,0.0,0.0042,0.0042,0,0
154,unmonitored,approach_traj,mallet,2409195808100860107,DONE,1,0,0,PROCEED,0.9552,0,0.0,0,1,0.0,0.0042,0.0042,0,0
155,unmonitored,approach_traj,pencil,2409194708589231896,DONE,1,0,0,PROCEED,0.8913,0,0.0,0,1,0.0,0.0042,0.0042,0,0
156,unmonitored,approach_traj,screwdriver,2409198007124116529,DONE,1,0,0,PROCEED,0.5771,0,0.0,0,1,0.0,0.0042,0.0042,0,0
157,unmonitored,approach_traj,mallet,2409196907612488318,DONE,1,0,0,PROCEED,0.8956,0,0.0,0,1,0.0,0.0042,0.0042,0,0
158,unmonitored,approach_traj,pencil,2409191410054347263,DONE,1,0,0,PROCEED,0.9167,0,0.0,0,1,0.0,0.0042,0.0042,0,0
159,unmonitored,approach_traj,screwdriver,2409190310542719052,DONE,1,0,0,PROCEED,0.5067,0,0.0,0,1,0.0,0.0042,0.0042,0,0
160,unmonitored,approach_traj,mallet,447964133010745148,DONE,1,0,0,PROCEED,0.9786,0,0.0,0,1,0.0,0.0042,0.0042,0,0
161,unmonitored,approach_traj,pencil,447965232522373359,DONE,1,0,0,PROCEED,0.8459,0,0.0,0,1,0.0,0.0042,0.0042,0,0
162,unmonitored,approach_traj,screwdriver,447966332034001570,DONE,1,0,0,PROCEED,0.5138,0,0.0,0,1,0.0,0.0042,0.0042,0,0
163,unmonitored,approach_traj,mallet,447967431545629781,DONE,1,0,0,PROCEED,0.9691,0,0.0,0,1,0.0,0.0042,0.0042,0,0
164,unmonitored,approach_traj,pencil,447959734964232304,DONE,1,0,0,PROCEED,0.8458,0,0.0,0,1,0.0,0.0042,0.0042,0,0
165,unmonitored,approach_traj,screwdriver,447960834475860515,DONE,1,0,0,PROCEED,0.4979,1,0.0,0,1,0.0,0.0042,0.0042,0,0
166,unmonitored,approach_traj,mallet,447961933987488726,DONE,1,0,0,PROCEED,0.9422,0,0.0,0,1,0.0,0.0042,0.0042,0,0
167,unmonitored,approach_traj,pencil,447963033499116937,DONE,1,0,0,PROCEED,0.7966,0,0.0,0,1,0.0,0.0042,0.0042,0,0
168,unmonitored,approach_traj,screwdriver,447972929103770836,DONE,1,0,0,PROCEED,0.7514,0,0.0,0,1,0.0,0.0042,0.0042,0,0
169,unmonitored,approach_traj,mallet,447974028615399047,DONE,1,0,0,PROCEED,0.8995,0,0.0,0,1,0.0,0.0042,0.0042,0,0
170,unmonitored,approach_traj,pencil,450798673987705431,DONE,1,0,0,PROCEED,0.8573,0,0.0,0,1,0.0,0.0042,0.0042,0,0
171,unmonitored,approach_traj,screwdriver,450797574476077220,DONE,1,0,0,PROCEED,0.8051,0,0.0,0,1,0.0,0.0042,0.0042,0,0
172,unmonitored,approach_traj,mallet,450800873010961853,DONE,1,0,0,PROCEED,0.9765,0,0.0,0,1,0.0,0.0042,0.0042,0,0
173,unmonitored,approach_traj,pencil,450799773499333642,DONE,1,0,0,PROCEED,0.9346,0,0.0,0,1,0.0,0.0042,0.0042,0,0
174,unmonitored,approach_traj,screwdriver,450794275941192587,DONE,1,0,0,PROCEED,0.5133,0,0.0,0,1,0.0,0.0042,0.0042,0,0
175,unmonitored,approach_traj,mallet,450793176429564376,DONE,1,0,0,PROCEED,0.9616,0,0.0,0,1,0.0,0.0042,0.0042,0,0
176,unmonitored,approach_traj,pencil,450796474964449009,DONE,1,0,0,PROCEED,0.8922,0,0.0,0,1,0.0,0.0042,0.0042,0,0
177,unmonitored,approach_traj,screwdriver,450795375452820798,DONE,1,0,0,PROCEED,0.6838,0,0.0,0,1,0.0,0.0042,0.0042,0,0
178,unmonitored,approach_traj,mallet,450789877894679743,DONE,1,0,0,PROCEED,0.9134,0,0.0,0,1,0.0,0.0042,0.0042,0,0
179,unmonitored,approach_traj,pencil,450788778383051532,DONE,1,0,0,PROCEED,0.887,0,0.0,0,1,0.0,0.0042,0.0042,0,0
180,unmonitored,approach_traj,screwdriver,449947651987659342,DONE,1,0,0,PROCEED,0.5867,0,0.0,0,1,0.0,0.0042,0.0042,0,0
181,unmonitored,approach_traj,mallet,449948751499287553,DONE,1,0,0,PROCEED,0.9729,0,0.0,0,1,0.0,0.0042,0.0042,0,0
182,unmonitored,approach_traj,pencil,449945452964402920,DONE,1,0,0,PROCEED,0.8994,0,0.0,0,1,0.0,0.0042,0.0042,0,0
183,unmonitored,approach_traj,screwdriver,449946552476031131,DONE,1,0,0,PROCEED,0.6209,0,0.0,0,1,0.0,0.0042,0.0042,0,0
